               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.020423,           0.0098258,                   0,             0.95051,             0.86826,             0.93038,             0.68455,            0.030933,           0.0054212,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,            0.020243,           0.0099184,                   0,             0.93857,             0.86913,             0.93173,             0.70692,            0.031144,           0.0054893,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,            0.020876,           0.0097422,                   0,              0.9573,             0.87262,             0.94232,             0.70517,            0.030733,              0.0051,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.020365,           0.0096828,                   0,             0.94877,              0.9012,             0.94355,              0.7077,            0.031273,           0.0054836,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,             0.02066,            0.010041,                   0,             0.96981,             0.86826,             0.93362,             0.71041,            0.031099,           0.0055106,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,            0.020471,             0.00964,                   0,             0.95609,             0.84741,              0.9335,              0.7078,            0.029935,           0.0055705,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,            0.020539,           0.0096215,                   0,             0.95051,              0.8625,             0.92741,             0.69882,            0.030159,           0.0055268,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,             0.02015,           0.0094795,                   0,             0.96062,             0.87645,             0.93224,             0.69189,            0.030947,           0.0055173,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.020161,            0.009696,                   0,             0.96542,             0.86826,             0.93339,             0.69031,            0.031054,           0.0055151,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,            0.020099,           0.0095961,                   0,             0.95973,             0.85329,             0.93547,             0.68477,            0.030998,           0.0054153,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.020103,           0.0097154,                   0,             0.95452,              0.8798,             0.93571,             0.69103,             0.03141,           0.0051869,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.019755,           0.0097058,                   0,             0.94473,             0.87008,             0.92975,             0.69099,            0.031069,           0.0052628,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.019566,           0.0096724,                   0,             0.95076,              0.8503,             0.93103,             0.68034,            0.030948,           0.0053503,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.019785,            0.009276,                   0,             0.93042,             0.88074,              0.9299,             0.70478,             0.03056,           0.0056926,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,             0.01975,           0.0094563,                   0,             0.95299,             0.84968,             0.92153,             0.69315,            0.030456,           0.0055481,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.019994,           0.0092981,                   0,             0.95753,             0.87755,             0.92771,              0.6848,            0.030897,           0.0058009,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.019937,           0.0096096,                   0,             0.94822,             0.87728,             0.92961,             0.69661,            0.030345,           0.0058201,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.019356,           0.0095471,                   0,             0.96529,             0.86826,             0.92982,             0.69971,            0.030226,           0.0057151,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.019415,           0.0093832,                   0,             0.95347,             0.87725,             0.93151,             0.69735,            0.031599,           0.0056714,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,            0.019521,           0.0096363,                   0,             0.96584,             0.86826,             0.92992,               0.691,            0.030751,           0.0056456,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,             0.01938,           0.0092468,                   0,               0.937,             0.89055,             0.93925,             0.70196,            0.030575,           0.0054532,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,            0.019318,           0.0092447,                   0,             0.94541,             0.88146,             0.92771,             0.69295,            0.031624,           0.0058279,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.019394,           0.0092538,                   0,             0.95354,             0.88323,             0.93548,             0.68812,            0.030986,           0.0054893,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.019554,            0.009289,                   0,             0.94587,             0.88945,             0.94646,             0.70048,            0.030621,           0.0054339,                   0,           0.0042184,           0.0042184,           0.0042184
                 148,            0.019456,             0.00919,                   0,             0.94302,             0.87425,             0.94066,             0.69738,            0.030428,           0.0055793,                   0,           0.0041788,           0.0041788,           0.0041788
                 149,            0.019399,           0.0094142,                   0,             0.93813,             0.89521,             0.93507,             0.69127,            0.030302,           0.0053435,                   0,           0.0041392,           0.0041392,           0.0041392
                 150,            0.019172,           0.0092503,                   0,             0.93805,             0.87425,             0.92713,             0.69161,            0.030741,           0.0055064,                   0,           0.0040996,           0.0040996,           0.0040996
                 151,            0.018925,           0.0095738,                   0,             0.95564,             0.87725,             0.94209,             0.70644,            0.031048,           0.0055677,                   0,             0.00406,             0.00406,             0.00406
                 152,            0.018464,           0.0092352,                   0,             0.96694,              0.8757,             0.94239,             0.69489,            0.031268,           0.0055022,                   0,           0.0040204,           0.0040204,           0.0040204
                 153,            0.018749,           0.0094706,                   0,             0.93319,             0.87725,             0.93155,             0.70634,            0.031237,           0.0054635,                   0,           0.0039808,           0.0039808,           0.0039808
                 154,            0.018902,           0.0091351,                   0,             0.95906,             0.87126,             0.93708,             0.70075,            0.031558,           0.0055483,                   0,           0.0039412,           0.0039412,           0.0039412
                 155,            0.018998,           0.0092616,                   0,             0.92495,              0.8856,             0.93997,              0.7045,            0.031083,           0.0057766,                   0,           0.0039016,           0.0039016,           0.0039016
                 156,            0.018908,           0.0090923,                   0,             0.93679,             0.88747,             0.93915,             0.70033,            0.031588,           0.0057653,                   0,            0.003862,            0.003862,            0.003862
                 157,            0.018417,            0.009072,                   0,             0.91917,             0.89222,             0.93032,             0.70717,            0.031533,           0.0056702,                   0,           0.0038224,           0.0038224,           0.0038224
                 158,            0.018696,            0.009108,                   0,             0.95099,             0.88024,             0.93207,             0.69647,             0.03163,           0.0056243,                   0,           0.0037828,           0.0037828,           0.0037828
                 159,            0.018507,           0.0091627,                   0,             0.93469,              0.8998,             0.93123,             0.69149,            0.031218,           0.0056416,                   0,           0.0037432,           0.0037432,           0.0037432
                 160,            0.018751,           0.0093017,                   0,             0.94924,             0.87725,             0.93165,              0.6972,            0.031283,           0.0055135,                   0,           0.0037036,           0.0037036,           0.0037036
                 161,            0.018224,           0.0089873,                   0,             0.93146,             0.89516,             0.92972,             0.70526,            0.031515,           0.0057294,                   0,            0.003664,            0.003664,            0.003664
                 162,            0.018338,           0.0090249,                   0,             0.94613,               0.894,             0.94334,             0.70995,            0.030628,           0.0056241,                   0,           0.0036244,           0.0036244,           0.0036244
                 163,            0.018154,            0.008718,                   0,             0.92768,             0.89521,             0.92932,             0.71123,            0.030518,            0.005721,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,            0.018393,            0.009155,                   0,             0.95852,             0.89948,              0.9414,             0.70965,            0.030137,           0.0056136,                   0,           0.0035452,           0.0035452,           0.0035452
                 165,             0.01793,            0.008833,                   0,             0.95744,             0.88024,             0.93526,             0.70992,            0.030831,           0.0054373,                   0,           0.0035056,           0.0035056,           0.0035056
                 166,            0.017912,           0.0088484,                   0,             0.95518,             0.89339,             0.94093,             0.70573,             0.03051,           0.0054053,                   0,            0.003466,            0.003466,            0.003466
                 167,            0.018173,           0.0089224,                   0,             0.94902,              0.8917,             0.93374,             0.71006,            0.030742,           0.0054707,                   0,           0.0034264,           0.0034264,           0.0034264
                 168,            0.017713,           0.0089287,                   0,             0.96143,              0.8955,             0.94063,             0.72049,            0.030642,           0.0054913,                   0,           0.0033868,           0.0033868,           0.0033868
                 169,             0.01785,           0.0089014,                   0,             0.96078,             0.88015,             0.93575,             0.71156,            0.030914,           0.0055355,                   0,           0.0033472,           0.0033472,           0.0033472
                 170,            0.017643,           0.0085632,                   0,             0.96567,             0.86527,             0.93295,             0.70777,            0.031006,           0.0057578,                   0,           0.0033076,           0.0033076,           0.0033076
                 171,            0.018134,           0.0091017,                   0,             0.92049,             0.90122,             0.93886,             0.70408,            0.030392,           0.0056619,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.017736,            0.008867,                   0,             0.95486,             0.88663,             0.93246,             0.70442,            0.030975,           0.0057752,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,             0.01789,           0.0088782,                   0,             0.96224,             0.87725,             0.93167,             0.70922,            0.031445,           0.0056585,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,            0.017884,           0.0087959,                   0,             0.96938,             0.88024,             0.93841,             0.70208,              0.0309,           0.0055227,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.017675,           0.0087285,                   0,             0.96027,             0.89222,             0.94309,               0.705,            0.030981,            0.005556,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,            0.017447,           0.0086157,                   0,              0.9519,             0.88885,             0.93771,             0.70467,              0.0308,           0.0057296,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.017408,           0.0087608,                   0,              0.9578,              0.8834,             0.94129,             0.70337,            0.031187,           0.0056347,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,            0.017632,           0.0086293,                   0,             0.94032,             0.89631,             0.94415,             0.71024,            0.031353,           0.0055539,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.017108,           0.0085887,                   0,             0.94515,             0.88323,             0.94082,              0.7128,            0.030863,           0.0055842,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.017031,           0.0085536,                   0,             0.94425,             0.88922,               0.942,             0.71091,            0.031133,           0.0056573,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.017418,           0.0087427,                   0,             0.97087,             0.87725,             0.94054,             0.71151,            0.031289,           0.0056556,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.017121,           0.0086703,                   0,             0.95151,             0.88118,             0.93905,             0.71243,            0.030582,           0.0057965,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.017274,           0.0087712,                   0,             0.93791,             0.86228,              0.9312,             0.70066,            0.030828,            0.005751,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.017226,           0.0084742,                   0,             0.93685,              0.8883,             0.93386,             0.70774,            0.030886,           0.0058592,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.016855,           0.0085127,                   0,             0.93114,             0.89065,             0.93871,             0.71025,             0.03114,            0.005692,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,               0.017,           0.0086151,                   0,             0.96423,             0.87725,             0.93779,             0.71433,            0.030916,           0.0055185,                   0,            0.002674,            0.002674,            0.002674
                 187,             0.01686,           0.0085501,                   0,             0.95237,             0.88323,             0.93315,             0.70968,            0.031221,            0.005697,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.016651,           0.0082658,                   0,             0.96333,             0.86528,             0.93546,             0.70541,            0.031072,           0.0058755,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,            0.017062,           0.0082145,                   0,             0.93547,             0.89521,             0.93962,             0.72076,            0.030084,           0.0058072,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.016856,           0.0085183,                   0,             0.93146,             0.89509,             0.93964,             0.72279,            0.030475,            0.005752,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,            0.017035,            0.008439,                   0,              0.9726,              0.8503,             0.92916,             0.70865,            0.031139,           0.0058835,                   0,            0.002476,            0.002476,            0.002476
                 192,            0.016612,           0.0083318,                   0,             0.97264,             0.85149,              0.9275,             0.71379,             0.03118,           0.0060641,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.016621,           0.0084608,                   0,             0.96878,             0.88623,             0.93851,             0.71266,             0.03114,           0.0059835,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,            0.016546,           0.0084292,                   0,             0.95791,             0.88575,             0.93758,             0.70505,            0.030807,           0.0058251,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,            0.016759,           0.0082256,                   0,              0.9664,             0.86826,             0.93733,             0.70916,            0.030828,           0.0059426,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,             0.01653,           0.0083539,                   0,             0.95382,             0.88024,             0.93135,              0.7102,             0.03072,           0.0058511,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.016835,           0.0082711,                   0,             0.95185,             0.87126,             0.93037,             0.70745,             0.03073,           0.0058725,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,            0.016003,           0.0082879,                   0,             0.96279,             0.85629,             0.93258,             0.71295,            0.030933,           0.0059909,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.016327,            0.008258,                   0,             0.97266,             0.87126,             0.93709,             0.71393,            0.030928,           0.0058404,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.016307,           0.0083042,                   0,             0.93872,             0.89521,             0.93318,              0.7156,            0.030675,           0.0058912,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.016504,           0.0084475,                   0,             0.93147,             0.89527,             0.92753,             0.70436,            0.030763,           0.0058231,                   0,             0.00208,             0.00208,             0.00208
                 202,            0.016063,           0.0080116,                   0,             0.94577,             0.88758,             0.93753,             0.71291,            0.030788,            0.005867,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,            0.016127,           0.0082069,                   0,             0.97465,             0.86826,              0.9351,              0.7083,            0.030907,           0.0059553,                   0,           0.0020008,           0.0020008,           0.0020008
                 204,            0.015666,            0.007981,                   0,             0.96123,             0.89086,             0.94123,             0.71255,            0.030652,           0.0059156,                   0,           0.0019612,           0.0019612,           0.0019612
                 205,            0.016238,           0.0079654,                   0,             0.95447,             0.87879,             0.93507,             0.71526,            0.030592,            0.005886,                   0,           0.0019216,           0.0019216,           0.0019216
                 206,            0.016211,           0.0081791,                   0,             0.93162,             0.89741,             0.93332,             0.71529,            0.030457,           0.0059655,                   0,            0.001882,            0.001882,            0.001882
                 207,            0.016251,            0.008044,                   0,             0.94101,             0.87725,             0.92947,             0.71313,            0.030492,           0.0059287,                   0,           0.0018424,           0.0018424,           0.0018424
                 208,            0.016334,           0.0083396,                   0,             0.94856,             0.88336,             0.93627,              0.7172,            0.030475,            0.005835,                   0,           0.0018028,           0.0018028,           0.0018028
                 209,             0.01624,           0.0078634,                   0,             0.95272,             0.88323,             0.93411,             0.70803,             0.03074,           0.0060006,                   0,           0.0017632,           0.0017632,           0.0017632
                 210,            0.016214,           0.0081579,                   0,             0.95735,             0.88024,             0.93353,             0.70968,            0.030925,           0.0059847,                   0,           0.0017236,           0.0017236,           0.0017236
                 211,            0.016059,           0.0079791,                   0,             0.94889,             0.88935,             0.93146,             0.71419,             0.03096,           0.0061642,                   0,            0.001684,            0.001684,            0.001684
                 212,            0.015756,           0.0078938,                   0,             0.95579,             0.88323,             0.93502,             0.71376,            0.030676,           0.0060943,                   0,           0.0016444,           0.0016444,           0.0016444
                 213,            0.015728,           0.0081404,                   0,             0.95158,             0.88264,             0.93229,             0.70745,            0.031108,           0.0060441,                   0,           0.0016048,           0.0016048,           0.0016048
                 214,             0.01557,           0.0077878,                   0,             0.96999,             0.87101,             0.93512,             0.71104,            0.031055,           0.0059774,                   0,           0.0015652,           0.0015652,           0.0015652
                 215,            0.015726,           0.0080567,                   0,             0.96967,             0.86159,             0.93858,             0.72176,            0.031207,            0.005887,                   0,           0.0015256,           0.0015256,           0.0015256
                 216,            0.015768,           0.0081885,                   0,             0.94095,             0.87725,             0.93739,              0.7191,            0.031389,            0.005913,                   0,            0.001486,            0.001486,            0.001486
                 217,            0.015473,           0.0078962,                   0,             0.93725,             0.89438,             0.93737,             0.72056,            0.031006,           0.0059365,                   0,           0.0014464,           0.0014464,           0.0014464
                 218,            0.015615,           0.0077914,                   0,             0.96421,             0.87126,             0.93806,             0.71641,            0.031089,           0.0060018,                   0,           0.0014068,           0.0014068,           0.0014068
                 219,            0.015594,           0.0078145,                   0,             0.96185,             0.88024,              0.9366,             0.72042,            0.031138,           0.0059396,                   0,           0.0013672,           0.0013672,           0.0013672
                 220,             0.01509,           0.0077809,                   0,              0.9633,             0.87725,             0.93624,             0.72354,            0.031189,           0.0059377,                   0,           0.0013276,           0.0013276,           0.0013276
                 221,            0.015066,           0.0079373,                   0,             0.94305,             0.89235,             0.93581,             0.72053,            0.031486,           0.0059752,                   0,            0.001288,            0.001288,            0.001288
                 222,              0.0149,           0.0078602,                   0,             0.94927,             0.88323,             0.93798,             0.71924,            0.031295,           0.0059984,                   0,           0.0012484,           0.0012484,           0.0012484
                 223,            0.015102,           0.0078119,                   0,             0.94771,             0.88024,             0.94015,             0.71775,            0.031191,           0.0059754,                   0,           0.0012088,           0.0012088,           0.0012088
                 224,            0.015196,            0.007608,                   0,             0.98034,             0.85329,             0.93672,             0.72182,            0.031122,           0.0059982,                   0,           0.0011692,           0.0011692,           0.0011692
                 225,            0.015064,           0.0077107,                   0,             0.97028,             0.87126,              0.9339,              0.7147,            0.031086,           0.0059956,                   0,           0.0011296,           0.0011296,           0.0011296
                 226,            0.015041,           0.0076863,                   0,              0.9732,             0.88024,             0.93578,             0.71354,            0.031106,           0.0059379,                   0,             0.00109,             0.00109,             0.00109
                 227,            0.014944,           0.0075598,                   0,             0.96552,             0.88024,             0.93771,             0.71519,            0.031185,           0.0058811,                   0,           0.0010504,           0.0010504,           0.0010504
                 228,            0.014947,           0.0077422,                   0,             0.94339,             0.88623,             0.93811,             0.72135,            0.031311,           0.0058515,                   0,           0.0010108,           0.0010108,           0.0010108
                 229,            0.014976,           0.0077103,                   0,             0.94179,             0.89222,             0.93718,             0.71738,            0.031246,           0.0059113,                   0,           0.0009712,           0.0009712,           0.0009712
                 230,            0.014624,            0.007944,                   0,             0.93712,             0.89222,             0.94003,             0.71416,            0.031315,           0.0059496,                   0,           0.0009316,           0.0009316,           0.0009316
                 231,            0.014931,           0.0075525,                   0,             0.93998,             0.89092,             0.94034,             0.71493,            0.031467,           0.0059573,                   0,            0.000892,            0.000892,            0.000892
                 232,            0.014386,           0.0076418,                   0,             0.95018,             0.89222,             0.94244,             0.71835,            0.031489,           0.0059823,                   0,           0.0008524,           0.0008524,           0.0008524
                 233,            0.014599,           0.0078575,                   0,             0.94853,             0.89222,             0.94219,             0.71774,            0.031268,           0.0060336,                   0,           0.0008128,           0.0008128,           0.0008128
                 234,            0.014835,           0.0075821,                   0,             0.94595,             0.89073,             0.94247,             0.72201,             0.03109,           0.0060925,                   0,           0.0007732,           0.0007732,           0.0007732
                 235,            0.014537,           0.0076287,                   0,             0.94271,             0.88922,             0.94251,             0.72416,            0.031089,           0.0061247,                   0,           0.0007336,           0.0007336,           0.0007336
                 236,            0.014443,           0.0076957,                   0,             0.94233,             0.89521,             0.94309,             0.72109,            0.031155,           0.0060703,                   0,            0.000694,            0.000694,            0.000694
                 237,            0.014591,            0.007394,                   0,             0.94795,             0.89521,             0.94333,             0.71724,             0.03108,           0.0060367,                   0,           0.0006544,           0.0006544,           0.0006544
                 238,            0.014338,            0.007572,                   0,             0.95486,             0.88666,             0.94206,             0.71729,            0.030904,           0.0060445,                   0,           0.0006148,           0.0006148,           0.0006148
                 239,            0.014392,           0.0072408,                   0,               0.943,             0.89163,             0.94045,             0.72178,            0.030883,           0.0060365,                   0,           0.0005752,           0.0005752,           0.0005752
                 240,            0.014728,           0.0075253,                   0,             0.94455,             0.88922,             0.93946,               0.719,            0.030916,           0.0060866,                   0,           0.0005356,           0.0005356,           0.0005356
                 241,            0.014527,            0.007624,                   0,             0.94233,             0.89222,             0.93966,             0.72144,            0.030851,           0.0060802,                   0,            0.000496,            0.000496,            0.000496
                 242,            0.013925,           0.0076802,                   0,              0.9412,             0.89222,             0.93874,              0.7199,            0.030988,           0.0060757,                   0,           0.0004564,           0.0004564,           0.0004564
                 243,            0.014296,           0.0075355,                   0,              0.9413,             0.89521,             0.93922,             0.71642,            0.031086,           0.0060731,                   0,           0.0004168,           0.0004168,           0.0004168
                 244,            0.013885,           0.0074874,                   0,              0.9443,             0.88922,             0.94065,             0.71938,            0.031024,            0.006056,                   0,           0.0003772,           0.0003772,           0.0003772
                 245,            0.014419,           0.0074969,                   0,             0.94709,             0.89222,             0.94168,             0.71981,            0.031052,           0.0060352,                   0,           0.0003376,           0.0003376,           0.0003376
                 246,            0.013694,            0.007409,                   0,             0.94919,             0.89493,              0.9401,             0.71989,            0.031004,           0.0060266,                   0,            0.000298,            0.000298,            0.000298
                 247,            0.014013,           0.0074075,                   0,             0.95015,             0.89222,             0.94226,             0.72448,            0.030962,           0.0060568,                   0,           0.0002584,           0.0002584,           0.0002584
                 248,            0.014189,            0.007567,                   0,             0.95061,             0.89222,             0.94142,             0.72411,            0.030883,           0.0060691,                   0,           0.0002188,           0.0002188,           0.0002188
                 249,            0.013995,           0.0073888,                   0,             0.95363,             0.89222,             0.94135,             0.72623,            0.030845,           0.0060745,                   0,           0.0001792,           0.0001792,           0.0001792
